ph,Solids,Conductivity,Turbidity,Potability
9.92069105876815,9973.93405920853,333.19246993768,4.69070723013249,0
4.75843942467147,21568.4287790358,403.944168209202,4.54280146174917,0
5.70292597682472,35606.4401768079,504.63826042575,4.1377390162066,0
6.95386422551105,10575.1862808893,391.184315086005,3.19571032819626,0
10.6829664258059,15758.7406213889,323.80791324658,3.99977538155006,0
,34415.853145873,470.329168542198,4.40558600033858,0
8.75725739744099,21536.2246874454,404.717799156445,3.62613544161223,0
,27492.3073065878,383.795019990325,3.04805722310697,0
7.80963189801941,12013.5506287645,605.220124350005,2.44744446391063,0
6.6524880908557,19871.7884483058,545.974993762403,3.74209042634966,0
9.14719705533692,11920.6108356462,527.70891001304,3.79453159110321,0
10.5607446362181,21783.6510333633,456.556402122343,3.96468635002212,0
7.48425483772746,30616.6151488536,404.670777328162,4.78118817656256,0
8.5208065729703,28779.6500110336,481.318802688613,3.94060452979468,0
4.99941381079691,24323.8659030459,405.33048202759,4.46068393173743,0
,16963.6250117374,360.995994488074,4.40538570565903,0
,20557.2404317522,290.180983110505,4.08990768967786,0
3.90607835495616,32144.7999336183,269.449051226939,3.90287971165746,0
6.39135362383218,20965.4783088535,369.338120915856,3.92374916929651,0
,35729.6927086303,296.397547243013,3.85560221191669,0
8.69209201270804,24656.2396794445,398.345418003516,4.47796024823393,0
8.08575980088221,32653.9103602675,416.239630070401,4.06868890948166,0
6.20397770227834,21815.0741479055,362.108004313962,5.21568920611903,0
5.05810886856513,34873.9345228707,669.725086180179,5.10665577442008,0
,27420.167424582,485.974500457813,4.62079345165321,0
,12830.4841337754,333.329847958667,3.43974004154991,0
7.26155052207071,24964.7777030965,501.18278074341,3.63636418268049,0
7.16046723080874,6743.3460655304,428.036344350403,3.88489104414727,0
5.70476477621301,33223.5815287499,504.378680967654,4.15753340748973,0
6.21727313516034,19460.3828189875,556.653710033397,5.3258334456958,0
8.67993496996418,22984.0509514824,352.94258812349,3.8734702984483,0
,14859.4664242836,425.213574807612,4.65591659868882,0
6.89732214110019,25650.7776431202,383.014310167853,5.02278363000457,0
3.51454552874527,23029.6636135636,307.379142035191,3.76261533109936,0
3.72250048593372,37962.167991261,467.562972871181,3.66283773199135,0
6.45500479749671,24468.0483903545,477.581346155702,2.29343140641286,0
7.31680475388091,31903.3998115322,425.913400180269,3.50837264978359,0
1.84453836649884,28689.5957776829,410.387263837708,5.01346335110373,0
5.5191256564376,12531.6019210647,443.570372097492,3.75899586032391,0
7.40898546692461,9566.12227016919,504.145994083866,3.77242092798951,0
5.97676961808759,27267.9818609541,514.118920118766,2.99467109550821,0
6.39535913167106,23827.2750154028,573.400295149959,4.1912175147117,0
6.20964225970848,13116.707711787,417.241656026348,3.61251961494671,0
6.76283252189173,27159.3843452335,465.413774621349,4.91657916075128,0
9.91871706385417,21470.2783054132,430.507706865286,3.38550844385671,0
10.1554401702219,12652.362978658,487.459131030755,5.00246725992208,0
8.72172671062058,28608.0520763725,506.938352729825,2.55502690399687,0
,17153.306163452,575.114694423424,4.38392181352232,0
,29721.9116303501,420.709591222072,3.35516464217615,0
6.09964670546838,20416.8409961907,291.104836569067,3.17278976915287,0
9.02678771951163,27965.0721459284,588.319650536399,2.01904201820116,0
6.95337160338954,11609.1090545277,551.143337166581,3.65186580842289,0
6.14087755694786,26687.8744833339,548.072761316117,5.35946029501296,0
7.07787400653045,23873.3782101336,333.050785943345,4.76450826492144,0
5.48831430901251,21485.153195191,441.331137458693,5.06678627178454,0
7.20555917458872,24627.8675604689,418.433289920077,3.71005312567987,0
9.17786986589243,20868.3312189988,426.99439316894,3.10876998791345,0
4.27071619473373,24405.2505349527,349.518910367648,3.76390590295232,0
7.34884451155061,11519.0465273565,494.158434086963,4.88087515618085,0
8.52616986977778,11837.1233596084,474.240482290634,5.08301414151692,0
,36152.8208993245,590.748787180291,3.99597378749276,0
2.61203591481726,34798.2525868031,468.080266608435,4.765205370159,0
8.49057156202773,22989.7963899466,435.000898308229,3.87555680513677,0
,22539.7116145121,463.398847090837,3.39859258731665,0
8.85840153120046,9624.30046211011,344.303362522258,5.52572633812171,0
6.09815652147278,27776.9010516933,245.859631971252,3.97736236432997,0
8.41997068212899,13237.9896045708,463.647277372841,3.96247831428277,0
9.28615502143237,12311.268365978,353.740099997064,5.23998187008168,0
7.87589513548178,12710.2494516117,445.374147432859,4.23858920348152,0
7.72533290807475,36477.738112419,339.411326656314,3.72483670364469,0
3.38809061052389,20230.1255769517,353.912927441665,2.79860094826704,0
6.74530671508095,21871.8387000424,373.050101639213,3.9023525898765,0
,28062.6418920403,263.771913504537,5.62901563605732,0
7.18382572339318,14100.9689869799,290.423838365244,4.59716551152686,0
10.1119767046486,15331.3026917531,403.041810149844,3.42576324217368,0
7.39741329854341,8855.11412133136,489.851600404825,3.14915751043267,0
7.8128043883103,42550.8418157717,442.545774548244,6.2048463588289,0
6.87745693257671,27433.5872941517,342.196346634473,3.82765007173544,0
,16367.4583719754,468.945014750226,4.66435032100155,0
,27418.78104448,274.660596553614,4.19759520920681,0
7.52105167867217,26865.3737409052,505.709371701479,2.88078534729383,0
8.55087546928933,28918.4199530771,432.285270027193,3.77288660745876,0
10.3084776568137,27653.2351844106,382.951504838969,3.28507705246984,0
,29368.6741840522,465.216620620147,5.05273676611699,0
7.37108507320956,24913.83716589,363.168538419018,4.41258953670281,0
11.1806946644619,16600.392746647,504.050539133305,3.80984165409914,0
6.50648776650246,17087.0769018372,481.77193425228,3.54877558874773,0
6.6439357746623,10909.194592323,437.909005165605,3.81295292599178,0
5.03377398975166,34971.8074826268,500.637326170003,3.24494847731906,0
6.91260756198984,17973.1788590118,439.648051219392,2.61224895319216,0
7.97763599088049,32170.0691600962,473.662452764549,3.55212949970165,0
6.07833583650927,35957.7921825947,360.060477355827,4.20158090550856,0
6.24241448410384,28149.4117916228,448.242526742301,4.50870509789448,0
6.06335478989107,14775.1455957529,327.270238680757,3.46733691481685,0
8.12958551396672,27834.2176963404,397.021427553866,3.36253713519879,0
9.56240594378952,13041.8291403941,433.381666732186,3.76271983703003,0
8.16779263230825,27141.3629029434,525.598787501158,4.28939548409824,0
8.59441613520647,15791.6753511272,672.556999237707,3.5689917079764,0
,20944.6208144131,566.339293972346,3.67979503475502,0
6.82546790063039,46140.1268495023,373.427235487894,3.02744957804516,0
7.86117770099856,25145.0241247855,469.486961246161,4.15765662837507,0
4.96577355964496,21802.7448979289,386.413331518427,3.42176684940125,0
6.20743296761471,13442.6034711366,533.79585081768,3.54929884129314,0
,20067.105328107,490.909712237267,4.41755979101632,0
9.76925100608684,8471.67738143048,353.196475487524,4.63655619525685,0
9.63066547990334,23641.7025653038,417.167072927369,4.92009115795916,0
5.18747160543637,20060.0787272011,368.815428587841,3.20325789626199,0
7.63357008767755,16312.154973975,420.534171827918,2.92706676688637,0
5.77119904981368,24909.4440095619,313.701934333432,4.68895906549511,0
6.57996932940155,17657.0841764932,254.393275604807,4.57593187159086,0
4.80115436807586,13556.7343971147,587.39501170466,4.41863813166775,0
7.94881571815156,19129.4583654402,434.655458610077,3.69225086126981,0
6.90699217181165,19991.2391490489,356.459136851582,2.1247593522163,0
,22452.0908078606,395.34177529289,4.44435019922769,0
,12224.3105064385,399.271358931778,3.46317254771625,0
8.46133087400179,34406.7764457472,477.343368601036,3.77194414640947,0
7.7261348079025,21667.8687413263,472.258993732568,3.72063690445241,0
,19549.4993412882,438.865775112062,3.77773741350542,0
8.92707814830174,22821.2543765665,380.197200022439,4.60186095914794,0
6.20801553971902,17358.7963650421,481.195673478421,4.33461573232045,0
6.12842563529591,9615.83270969254,415.008736896396,4.63382386192079,0
,11981.7401910129,416.588905752913,2.67891071319057,0
7.30804884827557,14600.5395218919,415.607277793495,3.69611971150141,0
,39906.1902710148,515.386742011348,4.35323858897121,0
8.64088640890948,26473.7132389615,309.983286816535,5.26310157204137,0
,20406.9276715004,482.330054809498,4.10252948150214,0
8.15321007527215,10280.9294967404,487.908327190202,2.90578813405652,0
8.29372011038886,35216.3859701736,399.483621200017,3.95471528267076,0
,21136.2867641592,332.737586536265,3.31085850800126,0
,26009.0752593306,344.767924404311,3.70660179154068,0
9.48997287832585,15513.7403779631,277.970069731518,4.21996752235566,0
7.83097634338162,7695.06393470298,507.445488328078,4.58878465694885,0
4.43028121154654,28862.2571698187,434.781267064466,4.38456515563775,0
7.24073963888776,23783.0995563777,579.220394132468,3.5562974671545,0
,19517.7247991176,251.020898705864,3.66552176446952,0
6.86730132179913,24112.1534705245,484.12293887759,3.82359503986888,0
6.12963701481374,30989.9484145182,341.388576714774,4.6158861812759,0
7.91704944317788,27192.2805606462,358.781736184615,3.65948462488859,0
6.51161807524181,29136.8146238697,475.341350669492,4.85043370775416,0
5.32381558430839,37625.7526798583,580.897700394379,2.88072184587293,0
6.76957286865679,11067.1811478409,289.542460115854,5.22054026961025,0
5.87797404044047,13652.2931993926,538.495404440217,4.03225950382438,0
9.53402171616419,9472.61492046473,259.636803065581,2.76823892848496,0
6.34002762804759,45222.5066654831,435.500457091777,3.68600132424728,0
8.66159242995912,27088.476460253,512.277310057878,3.67043101006318,0
5.65350613479323,16462.4600861638,272.440558304258,5.19898550361321,0
6.6260121840753,25839.8941037115,327.248078633869,4.19431312930539,0
7.79383357299355,18344.6803608361,371.216973001416,4.17293533526432,0
7.59312765027759,18371.0572010882,387.629572284367,3.37733763812014,0
7.36273650194978,16268.4486062585,419.258448054952,4.40851318239749,0
9.32030544529501,16002.1383195451,499.844167149205,4.20580973235456,0
3.71979164437192,23590.932128656,427.49593124522,2.71839773388028,0
6.65560502581896,20571.8457084435,336.831454816081,2.95164471528867,0
9.86887788066247,15326.855914122,424.292830805957,3.35548979091258,0
5.59061443586625,35370.7355152242,469.413090367434,4.72684501686953,0
5.55443651115681,31344.4603943698,306.872525988099,2.09591408680294,0
4.12652871510022,11215.9459015928,445.241456885187,4.46020098375528,0
5.97003565694292,16324.1151961823,327.786641958186,5.42867407162372,0
,16162.2623066076,448.846036389505,4.60092756890286,0
8.36915435369995,12975.9003341113,493.465439884786,3.62974933054891,0
6.28424824225442,12206.6812098722,395.261063392,3.37713228877265,0
11.267828384714,6040.36986802533,316.535871140226,4.15334700124188,0
9.29801800809601,13990.5134030719,399.477357819107,3.6813242439844,0
7.89546924594245,7769.61611884175,407.732217219603,4.23694729951563,0
7.94748578572574,34440.7734335138,425.627813989641,3.70085383970505,0
10.0261591564274,14962.1778331607,517.512841543259,4.18227758171332,0
6.48819323961521,34864.4278934847,324.509840907516,4.59207357082099,0
5.86973675533752,22244.2182358906,465.616480824792,4.68931504779061,0
,21410.3196236642,382.197839009408,3.65997481178995,0
5.3041426602159,25299.5115574543,497.790390512823,4.16572366399869,0
7.53361482299292,11642.7275408094,363.506344261224,3.46276398742345,0
4.07760772456597,18194.9541399254,288.365193052462,2.75865853118927,0
,37928.1421771667,358.88876761151,3.87385334959397,0
7.0861684008433,4304.49248308591,400.904349685945,3.4165397533412,0
6.27101217106456,24846.1418724289,543.391743555985,5.30358136057586,0
7.95776834399615,17162.3984209753,514.42172196485,3.4507458924446,0
8.87564227845444,28487.7085978243,474.772518999811,4.0069915585633,0
,18257.5692711947,462.402449052775,4.35829834090828,0
6.61370911764184,25648.5694962574,374.770315796252,3.53977111137399,0
7.73570502175165,16723.9772436457,595.329263450131,2.14861153614527,0
9.9250413284291,10704.6031822988,405.900184105215,4.70380348857694,0
9.00258310965111,19523.1248646892,366.491728659898,4.90483741473329,0
5.09576646493588,26307.2984547598,513.877579259082,4.35219346951486,0
8.59467710836267,23220.1206133903,588.852732852776,4.75407249931767,0
7.08377906050737,8580.2455612809,434.747715437599,3.88768068453079,0
7.68287249807252,12105.7219342695,469.835625548843,3.77860678762892,0
,18272.5059730534,415.211734595938,3.31319902165744,0
6.41977247351251,30759.6814401909,523.60017559619,3.09523315681607,0
4.4432388991431,25008.5322475648,429.544773033778,3.26832483583559,0
6.97866426237381,23114.4460756878,470.078705315533,4.76694323607257,0
6.62361356574512,17167.3012970224,410.243247459072,2.91516595074439,0
3.66471056171939,28102.7566250467,291.148448929927,3.31615765684216,0
4.81413562088967,17650.405049112,414.030708951642,5.19085180461212,0
5.77967370517521,24160.354320974,428.553248532709,4.65637723295747,0
6.93781878337901,12626.1979219576,439.624997968818,3.72408956434649,0
7.43678260934553,28544.6162869803,522.79372999969,3.72766371920747,0
4.72331257325052,22833.1920415165,411.295024636609,3.91758669510417,0
9.38065805078832,15156.7898339989,503.170615426575,4.03434904715828,0
7.81014493319683,20418.8899258183,351.186080858703,4.03377370934313,0
9.43663716425144,20724.9303593067,469.761327665422,4.41111743977496,0
9.40632575289828,27948.589445431,347.983078276911,3.09727795747716,0
6.32125931522299,8532.13951695951,491.765313194963,4.50145720381398,0
,17984.3274394464,409.220776478537,3.60515419887447,0
4.7053564957747,19555.7650515668,370.178166384624,3.43745013401718,0
8.89641898830179,8870.90296594228,425.226861707981,3.70094573271474,0
6.58187820154896,37169.4444035384,351.476839394123,4.20166286446583,0
6.75514590155162,18536.698647477,385.114647737459,5.16272974939748,0
9.44512983786865,13168.5291556759,592.65902097595,3.87516524661654,1
9.0248450374175,19859.6764758038,451.143481005651,3.98525050574357,1
,23403.6373043713,475.573562427449,2.74731299929212,1
6.80011909031587,39143.40332881,376.456593074678,3.85493989972107,1
7.17413516280799,20401.1024614713,315.549900019493,3.93989565659868,1
7.65799123699825,14245.7891212994,416.624188910747,2.43729628755957,1
8.32298667240229,28049.6462831663,358.725868777638,4.05213572755266,1
5.93427909309434,23249.653834296,277.384537323603,5.21789502365335,1
9.80272078232571,27357.4567445803,512.428730841049,2.76463388142726,1
6.1019552307489,15976.9262250793,417.843552716728,3.53559632954302,1
4.99777060128368,26849.1947354468,297.611540021754,3.40463290601984,1
4.81576679071707,16392.1350688723,481.480828295295,4.37522381127182,1
6.54802055813083,25508.3869488256,497.321752800084,3.6118603716661,1
13.175401724233,19237.9496764914,500.245951843811,4.10692449003866,1
6.61801090558466,19598.8607397256,401.669790618845,4.43769574914004,1
7.7880547326052,29879.0601461058,359.569081510925,3.36875721707398,1
5.19183432714062,14866.1038632219,388.716579504857,3.85980093930022,1
5.62633952812595,14442.4188754321,346.553206388495,1.94331877663582,1
6.86963894145909,21728.8212952964,539.466876868315,4.72670245351097,1
9.05862842407268,15737.4689378472,463.389255993015,3.6521344700797,1
7.29188832527326,27784.0484839693,439.649328619582,5.32871278846637,1
7.27590877368399,22644.7663475188,373.34569257502,5.06229779847972,1
6.51273712398012,22475.0468734809,479.501278593344,4.61296362935058,1
7.2078867813439,35804.292613404,468.562828756636,3.76274107239946,1
,16146.157112205,629.281247547113,3.77291926466159,1
5.32494185561165,35344.6580470059,392.421495804184,4.42713792569296,1
7.0823006491748,29846.7190567121,353.030380268577,3.48557738822312,1
5.3341835796028,28897.4915274014,360.1791772943,5.09135710128441,1
10.7618977998893,25999.9536694325,392.704081818415,4.66179851605216,1
6.28680694843697,13777.376191089,563.434775102911,4.10486327518941,1
9.79455869937693,20682.7317424548,427.123948431111,2.94541873770341,1
8.21044356514371,13933.0853601079,391.06887363378,4.97605515969394,1
6.9417194379777,20111.8212559222,374.485332415639,4.56318317123815,1
10.3561188272083,48621.563951536,365.720291500425,4.20184944129708,1
7.95898429188418,23625.8138861317,327.623881017921,4.69800791612344,1
3.88263108131379,7751.80949109883,341.291116312641,3.73400138687036,1
5.67177383309561,15949.1531791755,372.535242766759,3.83315974578293,1
10.0033005392119,46113.9574853172,574.555041307426,4.74638185907664,1
6.55284747437497,34006.4207331358,477.163906779636,4.6879861552467,1
7.62855272314385,26244.0369079543,495.966986127121,4.18205714791971,1
4.79084054024307,17862.3690025893,608.846856312653,3.25885894503152,1
7.71095993884484,6552.62631415426,516.284082859539,4.28894682039449,1
8.29129900596814,20008.1349573868,475.909129898467,3.42470192065238,1
6.19317010120505,12883.7264957774,389.405977646518,3.4666452881126,1
9.03266057914468,15618.1702479305,390.657226120291,4.92721827227261,1
6.13949374089569,8081.46647109158,416.238820581502,3.26090685270867,1
7.12942473046298,25840.5788876713,323.298915190589,3.41861080286697,1
,21948.3253623374,509.406821519596,4.10959027436924,1
5.41850376302552,35902.7156837079,454.520295615476,4.50653959126047,1
8.0754945078991,29483.6018538997,321.748338938743,3.68291964545332,1
,22511.6926151776,291.353701388291,4.08170139800861,1
10.0496737184564,11557.0320383904,442.768049670696,5.13347782327788,1
5.66765064664319,16953.8987363093,554.120536193626,3.63321375649048,1
,27776.1802572791,417.631201885964,3.80792006159639,1
8.92398060773871,27919.7706657531,415.62948376916,4.15558318952295,1
6.42886631318839,15596.4733344596,466.044399223176,4.18478337180904,1
6.9606035016885,11348.6759973639,468.591388475525,4.97882018775384,1
5.87367584582899,19216.6830901716,420.291230058464,5.41209088491916,1
6.79546900984226,15300.8386710982,498.66592804075,5.16308815377906,1
10.0410279749125,16266.4344452788,557.486061306509,3.80756260583066,1
,44506.4415607568,485.647231859299,4.12478067750866,1
7.29603773390117,36043.706637766,385.61432069032,4.16852611762901,1
,29299.1233527875,375.780716387763,3.49757739065509,1
5.86264123284586,44069.2721578757,331.570138650369,5.50742093957282,1
7.29214180515922,33991.6515668704,435.108017305264,4.466912564165,1
8.06280564302447,11567.8878401924,510.414402528418,4.47184200047133,1
7.82197094015601,23318.18797602,294.636531374196,3.53295833514962,1
11.3017939963922,39227.6194566209,410.856113947879,3.30958039746067,1
6.59376431328944,25589.610591845,489.703443882213,2.34657809525196,1
9.16108861288483,26618.0596367756,379.725181598108,4.88806113733391,1
,14507.0178078562,290.889471785076,5.92258169193724,1
4.64295305223796,16115.9298639482,439.944408099462,3.98286729310657,1
7.79845367620121,32704.5692857705,507.17868827331,4.10726720326077,1
5.56434249063035,11245.7357666904,369.555513255301,2.28598784919835,1
7.88659122732868,38852.0296359212,326.115350217329,4.58998350785472,1
7.44318901429267,13551.9533447081,430.487295713932,2.66483279611437,1
3.65712313256673,23736.816258284,426.23112913175,3.31462973036169,1
9.59719185687817,21153.3228268483,335.197608249418,5.14515287060528,1
6.96422594257873,29957.1912153997,378.085545632862,3.9904375721644,1
7.6729095229438,22989.351184203,401.14087862448,4.26822748153643,1
6.73700407221305,24694.7442052174,384.308673024902,4.06317028884177,1
,18570.2853390024,463.741716165475,4.13574532885432,1
5.38248903947164,18189.3949801827,551.476202234203,4.1733302832538,1
7.0229521134293,15978.3552490951,412.709423376703,4.97190709851846,1
,27355.9343064845,559.8178471445,2.96913609859593,1
10.0262238079421,25510.0972982146,388.4672659697,3.73622847057353,1
5.58383299847666,35278.6817427457,278.639038680623,3.87015692062429,1
7.95292911557224,18621.4249227401,309.254619735795,5.26001476613565,1
5.50018664090418,21082.8520442811,469.795375045935,4.17847895147626,1
7.54370046605691,19116.012084123,440.283445568712,3.63053657839746,1
6.84833155904944,12837.5060629694,558.815566744522,4.39660455606547,1
,30280.788593026,487.997261627473,3.77955449202256,1
5.9102517293372,15244.8463945874,695.369527988047,3.66092290759477,1
8.71682033377238,11734.4488567892,447.028076838227,3.20512876720926,1
6.01688913565339,16656.0626716067,383.207774813278,4.4222692329217,1
9.56782272628044,38787.462705099,492.411524403829,4.19791905499508,1
4.29624702372807,19672.4872131772,330.067378970284,4.16332898150423,1
3.55157917696715,38969.3889920432,514.762918456812,3.96599396960862,1
8.52966934763357,18203.7300286582,498.650832712934,3.77604083743353,1
8.06533903610421,21366.2835979862,497.019234465909,3.75639170748219,1
9.158445163262,15797.0303958032,425.75201760468,4.52523673079825,1
8.84858628292904,32033.3320188572,479.791974730866,4.01468185797611,1
9.49545638194178,18088.3548496463,409.450997744756,4.16854127932578,1
8.05289391645947,9025.07935959796,328.433110264192,3.63484454157502,1
2.79854909886277,26931.2434834309,521.140523649194,3.66325222184045,1
6.42587386627569,11965.3965084606,502.991087835193,3.73193650275387,1
7.75726966566828,25259.7805489618,543.528798608014,4.16543228561147,1
7.74865470649254,29331.2366329031,441.529547254917,2.51181049287789,1
5.11739030262423,30914.1115790075,356.862287116699,3.93718844183533,1
7.48153536209444,12088.4164503349,518.375572606739,4.26206543694566,1
5.37422258470886,19410.2337628992,350.178039814699,3.64277843841291,1
7.06364697562225,17941.8112559102,402.593602031447,3.39586624016558,1
6.87645104288265,21979.0316707822,349.186085487037,4.54534092739007,1
4.81243365216746,11465.5756432293,607.026542324776,3.02099590034148,1
4.99353073414005,13900.7792709423,429.827818905013,3.15380933697037,1
4.78886106249815,28174.6205162507,444.854320830211,2.89685218644255,1
4.03728773935078,52318.9172975896,401.204270952143,3.04504856994241,1
6.50587250936358,29534.6902917534,265.25119863758,4.49752859673985,1
6.77977396685122,24415.0705644455,459.876549649733,2.72910452343052,1
6.95251167359602,33737.2885243452,395.407003821569,4.10549548531256,1
5.62840691943069,28334.4919374665,351.161213242465,5.05068311526001,1
5.96600048879035,17350.0585309261,406.806302347908,4.17713926576112,1
6.31943154495973,36278.718308797,307.691360614721,2.6531266883388,1
8.02724786995006,7714.74696926233,440.93897799504,3.48064083685431,1
8.8826844522924,4857.25380670275,532.336659300646,3.82792086706141,1
5.99128347536689,29983.1160070365,604.63126289554,4.84056230147542,1
10.2724442721543,18894.8523936907,446.450725335556,3.17988472739967,1
,21626.4975945399,390.955032981834,4.72812398548281,1
6.10514013504355,45249.4490330168,314.965089731911,3.10308984406928,1
9.44335888414612,20438.2246900842,458.677231491259,3.4866464085132,1
6.88741437112953,29189.1367209075,386.622862494341,4.56418835518436,1
6.51290083326617,25151.4115735004,296.074382049192,4.40404036477845,1
5.77271809485182,26124.9314146438,465.559285829369,6.49424946747299,1
4.91255726200944,44063.0984166276,327.475650397214,4.89737250845006,1
9.73956194896991,13623.160062865,369.591289066779,2.56807987672523,1
5.54197901930892,20143.0652617551,517.935785524794,3.67297598317713,1
,42268.3342960059,384.684875405234,3.6017354805033,1
,16263.1674654184,503.664085138524,3.45174004658674,1
6.44893103340907,13979.1657232955,473.751301641156,3.6221955223639,1
5.47791229454605,27361.6590661767,358.044130022924,3.77425612110498,1
8.54470866167304,31429.3790292487,393.889615608458,2.31815248024819,1
7.37859701625866,9460.32263533989,402.019944883844,3.21521946320125,1
6.66400305000335,15902.9452756636,347.353335978452,2.22772788405955,1
6.77558281240508,17968.882775028,358.71767685985,4.33363627830286,1
8.73637121091521,24283.6587911409,333.623793867447,3.80211611731671,1
7.14697629612654,16911.2037730004,520.111358174834,4.02576221589322,1
,9654.73368073405,588.566712653966,5.65222211307901,1
5.04033169239589,25653.6902310447,529.0525352665,3.60332561520735,1
,21707.4922577487,347.957498527834,4.00381901151116,1
7.74549912817905,14336.6275212733,421.485334106926,4.0433347814756,1
6.25965160274005,37356.7464013782,380.240192743245,4.21340526222343,1
8.59639117955271,14518.9745006892,348.041488859946,3.51988436621754,1
5.76734959686566,15417.9328343888,424.461151952724,3.89609048736794,1
7.08894064215022,13839.7134259863,369.969333265731,5.66110428704744,1
8.02918161275434,19663.4694280437,431.304716075046,4.38855101183194,1
,46931.8842927942,557.421878521397,4.12093142404597,1
4.72578556493077,20834.2942783451,411.114485261177,3.15633141958646,1
8.19576535989559,10389.5425379409,403.189912971029,3.21870922425161,1
6.44375366844505,25740.412590741,352.353622769752,4.49868493142861,1
7.03909432108983,28827.360185629,593.396224520919,4.36603135063288,1
,27345.1742880276,313.878771267415,4.40756616907539,0
,14971.9490252918,418.453590713831,5.11041414899179,0
6.94522409234481,36438.3108757042,367.997977435205,4.82308201393382,0
5.74211040743711,26831.6104106879,498.142386052752,3.32306956374319,0
5.59662784973646,17925.3521203188,552.308705514529,5.23511112068571,0
7.35037898668469,26736.0855673688,557.495684679527,3.66392218392301,0
6.26279886745387,31414.5258053407,567.027273913602,4.012517558349,0
9.92702372322452,19666.9927915052,482.84243520889,4.05173347308312,0
5.38140751909297,15371.9999440174,308.72979751436,4.36406693482345,0
4.9613527283846,22229.2300895474,449.14719149056,3.90283783388862,0
6.45709752473789,18340.0468055466,517.432196800719,2.63736488518468,0
6.53936951037342,21230.431409205,532.572784824771,4.52736437811646,0
6.25241000464973,23920.2547782235,484.585791160392,2.72290816053805,0
7.96734482311111,19384.0374315253,386.055331240947,4.06935877211803,0
,37030.7081199355,535.302351451518,4.82579228345924,0
7.60952119012474,40879.7895726072,370.270879969031,3.14584290275523,0
6.88786394389486,19947.9241784101,441.002611688145,5.45448765236645,0
9.8790712575708,14673.6706693384,442.33748640899,4.21883115447473,0
7.63876177045009,18308.502673854,394.180984545238,4.49662659928441,0
6.96189168600392,31101.6842769063,530.221409933103,3.44672845986392,0
8.06060962363081,15489.3256600013,423.420838368827,3.60090566954603,0
7.24027179110299,23432.9626942799,325.387707639749,3.8325971669855,0
7.48677970852825,25396.0117823768,444.678578755224,5.04883399502539,0
8.41046064286625,27554.34526324,519.031625129384,2.97735994609072,0
6.14392145414369,29072.1696542145,469.983324021195,3.4762133035925,0
6.09617988988481,16314.2333754347,435.783774993465,5.14247113165031,0
6.3848240094579,39960.2989508863,437.7279152816,4.14499851781614,0
9.46266601699853,12224.624603764,485.697274121007,2.85018376564318,0
